postcode,ladcd,inferred_postcode_dist_m,price_pcm,bedrooms,bathrooms,property_type,lat,lon,first_seen,last_seen,furnished,floor_area_sqm
EC1Y 2BQ,E09000019,30.84671587376325,2145.0,1,1,flat,51.523131379234975,-0.0879612382513661,2025-11-24,2025-12-24,False,
UB2 4EQ,E09000009,73.31123209893354,1740.0,1,1,flat,51.50063797532468,-0.3802552974025974,2025-11-24,2025-12-24,True,
SE1 4YG,E09000028,23.641484686942793,3590.0,1,1,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,False,54.998576
N19 3DF,E09000019,53.01287726281311,1600.0,1,1,flat,51.56544814674868,-0.12808930228471,2025-11-24,2025-12-24,False,
N1 8QF,E09000019,24.098612318902717,2167.0,2,2,flat,51.537578291428574,-0.0982429962857142,2025-11-24,2025-12-24,True,66.704354
UB2 4EQ,E09000009,73.31123209893354,2300.0,2,2,flat,51.50063797532468,-0.3802552974025974,2025-11-24,2025-12-24,True,
UB2 4EQ,E09000009,73.31123209893354,2050.0,2,2,flat,51.50063797532468,-0.3802552974025974,2025-11-24,2025-12-24,False,
SW3 4BP,E09000020,28.396313422833675,4030.0,2,2,flat,51.487943556899396,-0.1646057674546454,2025-11-24,2025-12-24,True,
SW1V 2PH,E09000033,18.159376558271223,3200.0,1,1,flat,51.48885917126725,-0.1335291468005018,2025-11-24,2025-12-24,True,
SW3 4BP,E09000020,28.396313422833675,4333.0,2,2,flat,51.487943556899396,-0.1646057674546454,2025-11-24,2025-12-24,True,
NW8 9JQ,E09000033,8.116477140823335,2150.0,1,1,flat,51.53176616828676,-0.1747474592952612,2025-11-24,2025-12-24,True,
NW1 3SX,E09000007,32.37070971656944,4600.0,4,2,flat,51.53231740171674,-0.1427879067238912,2025-11-24,2025-12-24,,
W14 8SB,E09000013,41.325366750603976,2500.0,2,1,flat,51.49543283129771,-0.2111805167938931,2025-11-24,2025-12-24,True,
W3 6DF,E09000009,40.12820379501829,2000.0,1,1,flat,51.50841296237414,-0.2701865781664017,2025-11-24,2025-12-24,True,
E8 3EW,E09000012,59.4298190147438,3500.0,2,1,flat,51.54109474665677,-0.0648770995542347,2025-11-24,2025-12-24,True,86.213984
E8 3EW,E09000012,59.4298190147438,5000.0,2,1,flat,51.54109474665677,-0.0648770995542347,2025-11-24,2025-12-24,,86.213984
E8 3EW,E09000012,59.4298190147438,2500.0,2,1,flat,51.54109474665677,-0.0648770995542347,2025-11-24,2025-12-24,True,
NW5 3EW,E09000007,91.90186334689089,3358.0,3,1,flat,51.55154824801061,-0.1447702851458886,2025-11-24,2025-12-24,,
SE1 4YG,E09000028,23.641484686942793,2300.0,2,1,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,True,
SW6 5TJ,E09000013,15.307056527901745,6000.0,4,3,flat,51.47743543582988,-0.2004099574708317,2025-11-24,2025-12-24,False,
NW5 3EW,E09000007,91.90186334689089,1585.0,1,1,flat,51.55154824801061,-0.1447702851458886,2025-11-24,2025-12-24,False,34.931528
W6 9JH,E09000013,24.44943035800435,3700.0,2,2,flat,51.492469131909544,-0.2311194302763819,2025-11-24,2025-12-24,True,
WC2B 5BA,E09000007,25.633446644431533,2232.0,1,1,flat,51.514962129890456,-0.1209496478873239,2025-11-24,2025-12-24,False,
NW8 9JQ,E09000033,8.116477140823335,3250.0,2,1,flat,51.53176616828676,-0.1747474592952612,2025-11-24,2025-12-24,True,
NW3 5PX,E09000007,12.137885901444948,3878.0,2,2,house,51.55257703591954,-0.173202510775862,2025-11-24,2025-12-24,False,
UB8 2PX,E09000017,21.38236915202169,1450.0,1,1,flat,51.53649609456741,-0.478158800804829,2025-11-24,2025-12-24,True,
W8 7DT,E09000020,15.317557461010553,5893.0,3,3,flat,51.50041303916273,-0.1954236630654962,2025-11-24,2025-12-24,False,0.092903
W8 7DT,E09000020,15.317557461010553,5893.0,3,4,flat,51.50041303916273,-0.1954236630654962,2025-11-24,2025-12-24,False,0.092903
SW7 5BD,E09000020,26.959162474718056,8212.0,3,3,flat,51.49650520565371,-0.1765137879858657,2025-11-24,2025-12-24,True,
WC1N 2AA,E09000007,17.80517223603389,1777.0,1,1,flat,51.5243764238806,-0.1172004656716417,2025-11-24,2025-12-24,True,
SW6 5TJ,E09000013,15.307056527901745,4500.0,3,2,house,51.47743543582988,-0.2004099574708317,2025-11-24,2025-12-24,False,
HA1 1LE,E09000015,44.939771750080915,2684.0,2,2,flat,51.58157720852018,-0.3361556530269058,2025-11-24,2025-12-24,True,91.04494
SW6 5TJ,E09000013,15.307056527901745,6000.0,3,3,flat,51.47743543582988,-0.2004099574708317,2025-11-24,2025-12-24,True,
TW1 3JD,E09000027,78.19888918056455,4750.0,2,1,flat,51.45103968561873,-0.3279947337792642,2025-11-24,2025-12-24,False,0.092903
SW10 0JX,E09000020,24.324560121032196,2999.0,2,1,flat,51.48384067612293,-0.1830448439716312,2025-11-24,2025-12-24,False,
SW11 2JL,E09000032,31.244997681328407,3142.0,3,1,house,51.46722465169425,-0.1637842253743104,2025-11-24,2025-12-24,True,
SW7 5BD,E09000020,26.959162474718056,3250.0,2,2,flat,51.49650520565371,-0.1765137879858657,2025-11-24,2025-12-24,True,
SW19 7JZ,E09000024,97.530776511809,2250.0,2,1,flat,51.422053649141255,-0.2054610315457413,2025-11-24,2025-12-24,True,
W3 6DF,E09000009,40.12820379501829,2400.0,2,2,flat,51.50841296237414,-0.2701865781664017,2025-11-24,2025-12-24,True,78.03852
HA6 1ES,E09000017,15.155600353234597,1600.0,2,1,flat,51.607064968361584,-0.4203707887005649,2025-11-24,2025-12-24,False,
N3 2JG,E09000003,5.285411851323161,1800.0,2,1,flat,51.6004225227656,-0.1941100328836424,2025-11-24,2025-12-24,True,64.010167
SW5 0DE,E09000020,21.04018232465388,4350.0,2,2,flat,51.48966819650067,-0.18958200269179,2025-11-24,2025-12-24,True,79.98948299999999
W8 7DT,E09000020,15.317557461010553,3000.0,1,1,flat,51.50041303916273,-0.1954236630654962,2025-11-24,2025-12-24,True,
SW1H 0EZ,E09000033,8.565425896076817,2795.0,1,1,flat,51.497719049450545,-0.1344107362637362,2025-11-24,2025-12-24,True,
NW3 5PX,E09000007,12.137885901444948,2150.0,1,1,flat,51.55257703591954,-0.173202510775862,2025-11-24,2025-12-24,True,
W12 0LH,E09000013,43.58127395668307,2000.0,1,1,flat,51.50949878888889,-0.2397802619883041,2025-11-24,2025-12-24,,
SW11 2JL,E09000032,31.244997681328407,2201.0,1,1,flat,51.46722465169425,-0.1637842253743104,2025-11-24,2025-12-24,True,53.326322
TW11 9AB,E09000027,16.8715733559809,4015.0,3,2,flat,51.4267538381226,-0.3326179281609195,2025-11-24,2025-12-24,False,
SW11 2JL,E09000032,31.244997681328407,3358.0,2,1,flat,51.46722465169425,-0.1637842253743104,2025-11-24,2025-12-24,True,
SW7 5BD,E09000020,26.959162474718056,16445.0,5,5,flat,51.49650520565371,-0.1765137879858657,2025-11-24,2025-12-24,True,0.185806
NW4 4AE,E09000003,14.921271908284153,1990.0,2,2,flat,51.58738645841519,-0.2237475939751146,2025-11-24,2025-12-24,False,
WC1N 2AA,E09000007,17.80517223603389,4280.0,1,1,flat,51.5243764238806,-0.1172004656716417,2025-11-24,2025-12-24,True,49.981814
N1 8QF,E09000019,24.098612318902717,2500.0,2,1,flat,51.537578291428574,-0.0982429962857142,2025-11-24,2025-12-24,True,
SW18 4NL,E09000032,12.82694009080236,2700.0,2,2,flat,51.45047920681145,-0.1915207907206317,2025-11-24,2025-12-24,True,73.021758
E8 3EW,E09000012,59.4298190147438,3250.0,2,1,flat,51.54109474665677,-0.0648770995542347,2025-11-24,2025-12-24,False,85.099148
W8 7DT,E09000020,15.317557461010553,5980.0,4,2,flat,51.50041303916273,-0.1954236630654962,2025-11-24,2025-12-24,,0.092903
N7 9RR,E09000019,32.14951362961634,2680.0,2,2,flat,51.55406446794082,-0.1180877885326757,2025-11-24,2025-12-24,True,
HA1 1LE,E09000015,44.939771750080915,1850.0,2,2,flat,51.58157720852018,-0.3361556530269058,2025-11-24,2025-12-24,False,
HA4 9RY,E09000017,9.87602293112328,1300.0,1,1,house,51.57080903130148,-0.4103997314662273,2025-11-24,2025-12-24,False,
NW1 3SX,E09000007,32.37070971656944,2500.0,2,1,flat,51.53231740171674,-0.1427879067238912,2025-11-24,2025-12-24,True,
W1H 2LS,E09000033,15.465056583086245,6500.0,2,1,flat,51.51738197959183,-0.1595190670553936,2025-11-24,2025-12-24,,
W5 5DL,E09000009,22.206605390016882,1700.0,1,1,flat,51.51222238026125,-0.3040190430575714,2025-11-24,2025-12-24,True,
HA8 7BQ,E09000003,44.40915040041003,1975.0,2,2,flat,51.61161560744147,-0.2752701793478261,2025-11-24,2025-12-24,True,
WC2B 5BA,E09000007,25.633446644431533,2232.0,1,1,flat,51.514962129890456,-0.1209496478873239,2025-11-24,2025-12-24,False,32.701856
N1 8QF,E09000019,24.098612318902717,3000.0,2,1,flat,51.537578291428574,-0.0982429962857142,2025-11-24,2025-12-24,,70.048862
NW9 0SJ,E09000005,10.442144790672884,2115.0,1,1,flat,51.58656358890345,-0.2535432647444299,2025-11-24,2025-12-24,False,
NW8 9JQ,E09000033,8.116477140823335,12000.0,4,3,house,51.53176616828676,-0.1747474592952612,2025-11-24,2025-12-24,True,
SW6 5TJ,E09000013,15.307056527901745,1900.0,1,1,flat,51.47743543582988,-0.2004099574708317,2025-11-24,2025-12-24,False,54.348255
E6 3QL,E09000025,17.27085379268786,800.0,1,1,room,51.525208512769154,0.0551692073109664,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,3400.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,87.607529
SE15 5HS,E09000028,67.36846870808105,2300.0,2,2,flat,51.47272123182247,-0.0671242525967894,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,1900.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,45.057955
SE22 9EN,E09000028,15.23920177333602,1950.0,2,1,flat,51.45459079689119,-0.072605103626943,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2249.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,,
SE8 5QS,E09000023,58.23767331970413,4250.0,4,2,flat,51.48168371325052,-0.0289139109730848,2025-11-24,2025-12-24,True,0.092903
SE16 2TL,E09000028,29.279139816040523,1950.0,1,1,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,False,
SE23 2PP,E09000023,53.71890840727219,3000.0,5,2,house,51.44008573080568,-0.0501683592417061,2025-11-24,2025-12-24,True,
BR7 5JZ,E09000006,87.69339509754424,1850.0,2,1,flat,51.41177759809264,0.0587321076294277,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2300.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,56.763733
SE1 4YG,E09000028,23.641484686942793,1500.0,1,1,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2200.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,,
SE8 5QS,E09000023,58.23767331970413,1400.0,1,1,flat,51.48168371325052,-0.0289139109730848,2025-11-24,2025-12-24,True,37.439909
E9 7AT,E09000012,19.534134575016488,2000.0,2,1,flat,51.54155078051088,-0.0469564626300851,2025-11-24,2025-12-24,False,53.512128
E14 4EF,E09000030,59.11071100952071,2100.0,2,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,52.95471
E14 4EF,E09000030,59.11071100952071,2934.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,1625.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,4790.0,2,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,77.666908
E1 2RA,E09000030,10.897649847648996,4190.0,2,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,87.793335
E14 4EF,E09000030,59.11071100952071,2750.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,46.4515
E1 2RA,E09000030,10.897649847648996,3450.0,2,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,64.846294
E1 2RA,E09000030,10.897649847648996,2850.0,3,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,3240.0,2,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,70.884989
E1 2RA,E09000030,10.897649847648996,2430.0,1,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,40.134096
E1 2RA,E09000030,10.897649847648996,2540.0,1,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,52.304389
SE1 4YG,E09000028,23.641484686942793,2990.0,2,2,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,True,65.0321
E1 2RA,E09000030,10.897649847648996,4540.0,3,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,84.077215
E14 4EF,E09000030,59.11071100952071,4390.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,79.246259
E14 4EF,E09000030,59.11071100952071,4060.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,75.994654
E20 1DE,E09000025,7.522271109262592,2750.0,2,1,flat,51.54625402868852,-0.0106383360655737,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,4397.0,2,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2903.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,3250.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
IG11 7QY,E09000002,11.281097236433313,2800.0,4,2,house,51.53468281562882,0.0920882582417582,2025-11-24,2025-12-24,True,0.092903
E14 4EF,E09000030,59.11071100952071,2860.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,4052.0,2,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,4000.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,3500.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E20 1DE,E09000025,7.522271109262592,3300.0,3,2,flat,51.54625402868852,-0.0106383360655737,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,7390.0,3,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2200.0,2,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE16 2TL,E09000028,29.279139816040523,2000.0,2,2,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,67.912093
DA17 5AX,E09000004,11.67962330792296,2150.0,3,1,house,51.48815576734694,0.1484880571428571,2025-11-24,2025-12-24,False,
SE22 9EN,E09000028,15.23920177333602,2700.0,2,1,flat,51.45459079689119,-0.072605103626943,2025-11-24,2025-12-24,False,71.442407
E14 4EF,E09000030,59.11071100952071,3140.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,60.38695
E3 2BJ,E09000030,10.367289863472623,2270.0,1,1,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,3400.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E13 0BE,E09000025,35.34124514623706,1250.0,1,2,flat,51.528290030303026,0.0258329832810867,2025-11-24,2025-12-24,True,
SE10 9PN,E09000011,13.867656837967594,1850.0,1,1,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,True,
SE1 4YG,E09000028,23.641484686942793,3240.0,2,2,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,True,83.6127
E2 6PT,E09000030,5.220409898791313,2500.0,2,2,flat,51.530220040523695,-0.0621844975062344,2025-11-24,2025-12-24,,74.3224
SE16 2TL,E09000028,29.279139816040523,4000.0,4,2,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
SE28 8RW,E09000011,46.77720625435164,1725.0,2,1,house,51.501109610606065,0.1041840227272727,2025-11-24,2025-12-24,False,
SE16 2TL,E09000028,29.279139816040523,1300.0,1,1,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
SE16 2TL,E09000028,29.279139816040523,950.0,1,1,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,False,
SE16 2TL,E09000028,29.279139816040523,3200.0,3,2,flat,51.4964575469427,-0.0554612970630717,2025-11-24,2025-12-24,True,
SE12 9ED,E09000011,49.88779213955302,1850.0,2,1,flat,51.44613218094089,0.0266843703256936,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2200.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E7 0QR,E09000025,31.198673664709467,2500.0,4,1,house,51.54759244808232,0.0260231599625818,2025-11-24,2025-12-24,False,
RM9 5RX,E09000002,278.04290806491275,1725.0,2,1,house,51.544081404191616,0.1371889500998004,2025-11-24,2025-12-24,False,
SE13 6DA,E09000023,24.771751836093213,2000.0,2,2,flat,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,,
E14 4EF,E09000030,59.11071100952071,3400.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E3 2BJ,E09000030,10.367289863472623,2260.0,1,1,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,True,
SE3 0AA,E09000011,86.15602620023982,2150.0,2,1,flat,51.46840816181954,0.0177619947800149,2025-11-24,2025-12-24,,
IG3 8AX,E09000026,6.431160320313186,1950.0,2,1,flat,51.56249129268293,0.0977887479674796,2025-11-24,2025-12-24,False,
SE18 7JQ,E09000011,19.864619919163218,1800.0,2,2,flat,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,False,
SE7 7PL,E09000011,58.68575247274414,2200.0,2,1,house,51.48532081896552,0.0314575,2025-11-24,2025-12-24,False,
SE22 9EN,E09000028,15.23920177333602,4750.0,5,2,house,51.45459079689119,-0.072605103626943,2025-11-24,2025-12-24,False,
E3 2BJ,E09000030,10.367289863472623,2100.0,1,1,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2300.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE13 6DA,E09000023,24.771751836093213,4000.0,5,3,house,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,False,
SE13 6DA,E09000023,24.771751836093213,1500.0,1,1,flat,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,False,
E15 3PA,E09000025,9.30823921277409,2250.0,2,1,house,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,True,83.241088
E1 2RA,E09000030,10.897649847648996,5700.0,6,3,house,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,False,0.092903
E2 6PT,E09000030,5.220409898791313,2600.0,2,2,flat,51.530220040523695,-0.0621844975062344,2025-11-24,2025-12-24,True,71.814019
E1 2RA,E09000030,10.897649847648996,2650.0,1,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,False,41.248932
SE1 4YG,E09000028,23.641484686942793,2900.0,2,1,flat,51.498221639357645,-0.0903571355470876,2025-11-24,2025-12-24,,60.108241
E14 4EF,E09000030,59.11071100952071,4030.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,False,
SE8 5QS,E09000023,58.23767331970413,2350.0,2,2,flat,51.48168371325052,-0.0289139109730848,2025-11-24,2025-12-24,True,70.884989
E14 4EF,E09000030,59.11071100952071,2995.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,3987.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE13 6DA,E09000023,24.771751836093213,1500.0,1,1,flat,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,True,
E9 7AT,E09000012,19.534134575016488,2700.0,1,1,flat,51.54155078051088,-0.0469564626300851,2025-11-24,2025-12-24,True,39.94829
SE10 9PN,E09000011,13.867656837967594,2300.0,3,1,house,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,False,
SE4 2SU,E09000023,33.598021533818134,1600.0,1,1,flat,51.46180096347607,-0.0354360340050377,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,950.0,1,3,room,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E11 3FG,E09000031,15.72257176547301,1800.0,2,1,flat,51.56724237640822,0.0115676182902584,2025-11-24,2025-12-24,False,
E6 3QL,E09000025,17.27085379268786,1750.0,2,1,flat,51.525208512769154,0.0551692073109664,2025-11-24,2025-12-24,False,
SE8 5QS,E09000023,58.23767331970413,2050.0,1,1,flat,51.48168371325052,-0.0289139109730848,2025-11-24,2025-12-24,True,
EC3M 5HR,E09000001,11.628366639940491,4333.0,2,2,flat,51.512659474489794,-0.0797814387755102,2025-11-24,2025-12-24,False,78.595938
SE4 2SU,E09000023,33.598021533818134,2400.0,2,1,flat,51.46180096347607,-0.0354360340050377,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,3000.0,2,2,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
IG1 1DB,E09000026,30.773573456982724,1700.0,2,1,flat,51.559147116666665,0.0727432837837838,2025-11-24,2025-12-24,,
SE14 5QF,E09000023,30.371355145934814,1350.0,1,1,flat,51.4754957029703,-0.0430879356435643,2025-11-24,2025-12-24,True,
SE13 6DA,E09000023,24.771751836093213,1500.0,1,1,flat,51.45937156448912,-0.0105273793969849,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,2817.0,3,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2200.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E15 3PA,E09000025,9.30823921277409,2150.0,1,1,flat,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,True,
SE10 9PN,E09000011,13.867656837967594,795.0,1,1,flat,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2450.0,3,2,house,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE26 4SF,E09000023,27.42487262218648,1950.0,2,2,flat,51.42802828,-0.0540499756097561,2025-11-24,2025-12-24,False,
SE6 2NF,E09000023,67.63797200908304,2250.0,3,1,house,51.43855634680985,-0.0175772514213518,2025-11-24,2025-12-24,False,
E16 3EL,E09000025,41.3497710271798,1850.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,49.981814
IG11 7QY,E09000002,11.281097236433313,1798.0,1,1,flat,51.53468281562882,0.0920882582417582,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,1875.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,49.981814
E11 3FG,E09000031,15.72257176547301,2899.0,3,1,house,51.56724237640822,0.0115676182902584,2025-11-24,2025-12-24,False,
SE18 7JQ,E09000011,19.864619919163218,2500.0,4,2,house,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,False,
E16 3EL,E09000025,41.3497710271798,2450.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
DA1 4JY,E09000004,49.272593311102,1400.0,2,1,flat,51.453705267857146,0.1827413095238095,2025-11-24,2025-12-24,False,
DA15 8WL,E09000004,117.79972114343575,2200.0,3,1,house,51.43978091501746,0.0989623899883585,2025-11-24,2025-12-24,,
BR2 9EH,E09000006,410.074058347058,2200.0,2,2,flat,51.39037407735983,0.0216240759403832,2025-11-24,2025-12-24,False,
SE10 9PN,E09000011,13.867656837967594,4250.0,4,2,house,51.48441142925659,0.0014763756994404,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,2000.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,45.986985
E1 2RA,E09000030,10.897649847648996,3390.0,1,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,50.632135
E1 2NH,E09000030,13.774225899878106,1993.0,1,1,flat,51.512471872646735,-0.0592542868217054,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,1800.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E1 2RA,E09000030,10.897649847648996,2600.0,2,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2500.0,3,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,7.246434
E3 2BJ,E09000030,10.367289863472623,1850.0,1,1,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,False,48.216657
SE12 9ED,E09000011,49.88779213955302,1300.0,1,1,flat,51.44613218094089,0.0266843703256936,2025-11-24,2025-12-24,False,
E16 3EL,E09000025,41.3497710271798,2450.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
E15 3PA,E09000025,9.30823921277409,2100.0,3,1,flat,51.53823808930988,0.0002070392422192,2025-11-24,2025-12-24,False,
E14 4EF,E09000030,59.11071100952071,1599.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,3850.0,2,2,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
SE18 7JQ,E09000011,19.864619919163218,1700.0,2,2,flat,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,True,
E3 2BJ,E09000030,10.367289863472623,1800.0,1,1,flat,51.528214625390866,-0.0255862901813633,2025-11-24,2025-12-24,True,
SE18 7JQ,E09000011,19.864619919163218,1500.0,1,1,flat,51.48560801971954,0.0715256752848378,2025-11-24,2025-12-24,True,
SE12 9ED,E09000011,49.88779213955302,2400.0,3,2,flat,51.44613218094089,0.0266843703256936,2025-11-24,2025-12-24,False,
E16 3EL,E09000025,41.3497710271798,2195.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,55.7418
E1 2RA,E09000030,10.897649847648996,2920.0,2,1,flat,51.51627434550282,-0.060362238632592,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,2050.0,2,2,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,,
E13 0BE,E09000025,35.34124514623706,1750.0,2,1,flat,51.528290030303026,0.0258329832810867,2025-11-24,2025-12-24,True,
E16 3EL,E09000025,41.3497710271798,1825.0,1,1,flat,51.51139931428571,0.0215454696864111,2025-11-24,2025-12-24,True,
E14 4EF,E09000030,59.11071100952071,2899.0,1,1,flat,51.50765222613405,-0.0204553100880162,2025-11-24,2025-12-24,True,
